tier,case_id,range_km,bearing_deg,target_accel_x_mps2,apn_gain,seed,nearest_distance_m,rho_fuze,entered_R_fuze,max_achieved_lateral_g,stable_trace_count,acceleration_valid_observed,acceleration_rmse_mps2,terminal_acceleration_error_mps2,max_estimated_acceleration_mps2,max_apn_acceleration_mps2,max_component_sum_error_mps2
clean_stage4,p10_clean_stage4_r8_bm60_am8_g0p125_s20260621,8.0,-60.0,-8.0,0.125,20260621,0.0014567459765481563,9.711639843654375e-05,True,34.99999999999997,194,True,8.346061025005492e-07,8.346056609618567e-07,7.999999165774472,0.4710876975152564,1.4090438983120716e-14
clean_stage4,p10_clean_stage4_r8_bm60_ap0_g0p125_s20260621,8.0,-60.0,0.0,0.125,20260621,0.0014043659615629648,9.362439743753099e-05,True,34.999999999999986,162,True,2.1072717615495606e-10,1.786319763716068e-10,3.0874611391393414e-10,3.8499361633838184e-11,1.4909289008974654e-14
clean_stage4,p10_clean_stage4_r8_bm60_ap8_g0p125_s20260621,8.0,-60.0,8.0,0.125,20260621,0.0013779654413618107,9.186436275745404e-05,True,34.999999999999986,143,True,8.34367775352e-07,8.34474556947314e-07,7.999999166030737,0.3669831187925386,1.5164536303515192e-14
clean_stage4,p10_clean_stage4_r8_bm30_am8_g0p125_s20260621,8.0,-30.0,-8.0,0.125,20260621,0.0019819765900848936,0.00013213177267232623,True,23.69456332888512,55,True,8.346118239324371e-07,8.345074378833501e-07,7.999999165576451,0.7359462885530793,9.434446370073894e-15
clean_stage4,p10_clean_stage4_r8_bm30_ap0_g0p125_s20260621,8.0,-30.0,0.0,0.125,20260621,0.0013754640095674654,9.169760063783103e-05,True,23.290770097748577,52,True,2.0344365540235478e-10,1.8160969872466406e-10,3.0841577931895684e-10,3.127307263917519e-11,1.2614520777453531e-14
clean_stage4,p10_clean_stage4_r8_bm30_ap8_g0p125_s20260621,8.0,-30.0,8.0,0.125,20260621,0.0015795565846104327,0.00010530377230736218,True,22.88134901096766,49,True,8.3451915557389e-07,8.344735161375418e-07,7.999999165666512,0.7587001386547689,1.0733049150430453e-14
clean_stage4,p10_clean_stage4_r8_bp0_am8_g0p125_s20260621,8.0,0.0,-8.0,0.125,20260621,0.001940353217751473,0.00012935688118343155,True,1.8000291548218366,34,True,8.345923898614863e-07,8.34466650437827e-07,7.99999916553516,0.9997972096177354,1.5553031891404223e-15
clean_stage4,p10_clean_stage4_r8_bp0_ap0_g0p125_s20260621,8.0,0.0,0.0,0.125,20260621,0.0013622121336378274,9.081414224252183e-05,True,2.0779989850748963e-12,34,True,2.935702013639468e-10,2.7221283081527493e-10,4.1153614847562956e-10,2.0378208746984733e-11,0.0
clean_stage4,p10_clean_stage4_r8_bp0_ap8_g0p125_s20260621,8.0,0.0,8.0,0.125,20260621,0.0019039678711866989,0.0001269311914124466,True,1.8000291548218208,34,True,8.345923879545304e-07,8.34466650437827e-07,7.999999165535158,0.9997972096177357,1.5553031891404223e-15
clean_stage4,p10_clean_stage4_r8_bp30_am8_g0p125_s20260621,8.0,30.0,-8.0,0.125,20260621,0.0015915565406875705,0.00010610376937917137,True,22.88134901096766,49,True,8.3451915557389e-07,8.344735161375418e-07,7.999999165666512,0.7587001386547689,1.0733049150430453e-14
clean_stage4,p10_clean_stage4_r8_bp30_ap0_g0p125_s20260621,8.0,30.0,0.0,0.125,20260621,0.0013710701980524885,9.14046798701659e-05,True,23.290770097748577,52,True,2.0344365540235478e-10,1.8160969872466406e-10,3.0841577931895684e-10,3.127307263917519e-11,1.2614520777453531e-14
clean_stage4,p10_clean_stage4_r8_bp30_ap8_g0p125_s20260621,8.0,30.0,8.0,0.125,20260621,0.001933279590571998,0.0001288853060381332,True,23.6945633288877,55,True,8.346106769262181e-07,8.344928872464291e-07,7.99999916557617,0.7359462885588374,9.542268403410034e-15
